Time,h1,h2,h3,h4,v1,v2
2.025253156644580713e+03,5.946401322595790823e-02,9.949547843280075535e-03,1.088421811168316933e-01,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.026253281660207676e+03,5.885374180813791878e-02,9.745935024015581899e-03,1.063162904529915825e-01,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.027253406675834640e+03,5.822911855217175608e-02,9.555574792146668411e-03,1.038244856560422563e-01,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.028253531691461603e+03,5.759076174231833600e-02,9.377723265519038315e-03,1.013667051255354445e-01,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.029253656707088567e+03,5.693928028918261719e-02,9.211665063592246877e-03,9.894288589030406089e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.030253781722715530e+03,5.627527407557585820e-02,9.056713614175459712e-03,9.655296356519796341e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.031253906738342494e+03,5.559933428622416268e-02,8.912211298496104314e-03,9.419687230609677386e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.032254031753969457e+03,5.491204372222222019e-02,8.777529442319657524e-03,9.187454476311984752e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.033254156769596420e+03,5.421397710105824858e-02,8.652068162520230518e-03,8.958591203194948838e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.034254281785223384e+03,5.350570134297140401e-02,8.535256079856287995e-03,8.733090360317938283e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.035254406800850347e+03,5.278777584433771985e-02,8.426549909727555632e-03,8.510944730958164284e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.036254531816477311e+03,5.206075273873658066e-02,8.325433943386861824e-03,8.292146927121908651e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.037254656832104047e+03,5.132517714628265920e-02,8.231419432464370106e-03,8.076689383827871660e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.038254781847731010e+03,5.058158741176594503e-02,8.144043889764893823e-03,7.864564353151955178e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.039254906863357974e+03,4.983051533210048484e-02,8.062870319147787818e-03,7.655763898023533465e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.040255031878984937e+03,4.907248637352959464e-02,7.987486386928520712e-03,7.450279885759858445e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.041255156894611900e+03,4.830801987899519673e-02,7.917503546691436259e-03,7.248103981325433598e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.042255281910238864e+03,4.753762926604977040e-02,7.852556128710991637e-03,7.049227640305237574e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.043255406925865827e+03,4.676182221563727343e-02,7.792300404376877737e-03,6.853642101576165602e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.044255531941492791e+03,4.598110085203853392e-02,7.736413635145232559e-03,6.661338379662122555e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.045255656957119754e+03,4.519596191424356951e-02,7.684593114621193592e-03,6.472307256758075278e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.046255781972746718e+03,4.440689691897588970e-02,7.636555211444136237e-03,6.286539274406964528e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.047255906988373681e+03,4.361439231555775536e-02,7.592034419719098995e-03,6.104024724812142505e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.048256032004000645e+03,4.281892963277217357e-02,7.550782422834897110e-03,5.924753641767448176e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.049256157019627608e+03,4.202098561784722158e-02,7.512567175645533217e-03,5.748715791187099938e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.050256282035254571e+03,4.122103236765109480e-02,7.477172009177428594e-03,5.575900661215890675e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.051256407050881535e+03,4.041953745215004501e-02,7.444394761268885614e-03,5.406297451898928880e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.052256532066508498e+03,3.961696403014992179e-02,7.414046935855185538e-03,5.239895064390182738e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.053256657082135462e+03,3.881377095729995896e-02,7.385952892984416762e-03,5.076682089676858023e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.054256782097762425e+03,3.801041288631710341e-02,7.359949071087457280e-03,4.916646796799140767e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.055256907113389389e+03,3.720734035932240363e-02,7.335883242526652914e-03,4.759777120538222911e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.056257032129016352e+03,3.640499989216349624e-02,7.313613803013111793e-03,4.606060648549406555e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.057257157144643315e+03,3.560383405054901723e-02,7.293009095105431813e-03,4.455484607914859951e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.058257282160270279e+03,3.480428151777425344e-02,7.273946765680904848e-03,4.308035851089539459e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.059257407175897242e+03,3.400677715376278221e-02,7.256313156998881256e-03,4.163700841211600417e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.060257532191524206e+03,3.321175204511216811e-02,7.240002730751344574e-03,4.022465636750717499e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.061257657207151169e+03,3.241963354576813533e-02,7.224917524311935853e-03,3.884315875465115669e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.062257782222778133e+03,3.163084530789592175e-02,7.210966638248298907e-03,3.749236757638161471e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.063257907238405096e+03,3.084580730245301688e-02,7.198065754048888452e-03,3.617213028564626037e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.064258032254032059e+03,3.006493582890756508e-02,7.186136680930424979e-03,3.488228960257763051e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.065258157269659023e+03,2.928864351346091577e-02,7.175106930531773702e-03,3.362268332346132760e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.066258282285285986e+03,2.851733929507300688e-02,7.164909318261442062e-03,3.239314412132528187e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.067258407300912950e+03,2.775142839848791093e-02,7.155481590044900087e-03,3.119349933785180509e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.068258532316539913e+03,2.699131229337392579e-02,7.146766073212580672e-03,3.002357076633868638e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.069258657332166877e+03,2.623738863859383444e-02,7.138709350276694829e-03,2.888317442545072430e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.070258782347793840e+03,2.549005121051840447e-02,7.131261954362600082e-03,2.777212032353016530e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.071258907363420349e+03,2.474968981417299124e-02,7.124378085086445489e-03,2.669021221324837170e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.072259032379047312e+03,2.401669017589081953e-02,7.118015343703613419e-03,2.563724733642884848e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.073259157394674276e+03,2.329143381601521401e-02,7.112134486390283943e-03,2.461301615891815786e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.074259282410301239e+03,2.257429790005413550e-02,7.106699194562149553e-03,2.361730209544060308e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.075259407425928202e+03,2.186565506653110127e-02,7.101675861178687391e-03,2.264988122443010662e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.076259532441555166e+03,2.116587322963237386e-02,7.097033392027646444e-03,2.171052199293801305e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.077259657457182129e+03,2.047531535456862534e-02,7.092743021031612527e-03,2.079898491179817122e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.078259782472809093e+03,1.979433920340977968e-02,7.088778138666109417e-03,1.991502224137300589e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.079259907488436056e+03,1.912329704895850482e-02,7.085114132626019537e-03,1.905837766833205771e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.080260032504063020e+03,1.846253535404935447e-02,7.081728239923991940e-03,1.822878597409249846e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.081260157519689983e+03,1.781239441347718527e-02,7.078599409650223120e-03,1.742597269575304336e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.082260282535316946e+03,1.717320795557440022e-02,7.075708175667672246e-03,1.664965378058117298e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.083260407550943910e+03,1.654530270027551944e-02,7.073036538559800482e-03,1.589953523537226618e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.084260532566570873e+03,1.592899787035341116e-02,7.070567856189573924e-03,1.517531277231272402e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.085260657582197837e+03,1.532460465238455645e-02,7.068286742268284177e-03,1.447667145333846397e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.086260782597824800e+03,1.473242560386840184e-02,7.066178972370762250e-03,1.380328533533956188e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.087260907613451764e+03,1.415275400290492980e-02,7.064231396869877916e-03,1.315481711904623735e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.088261032629078727e+03,1.358587313681154651e-02,7.062431860297618824e-03,1.253091780488887162e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.089261157644705690e+03,1.303205552616985147e-02,7.060769126672695496e-03,1.193122635969219927e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.090261282660332654e+03,1.249156208098166528e-02,7.059232810365407944e-03,1.135536939865038238e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.091261407675959617e+03,1.196464118593496863e-02,7.057813312099619173e-03,1.080296088766418729e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.092261532691586581e+03,1.145152771230027733e-02,7.056501759719063446e-03,1.027360187183363506e-02,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.093261657707213544e+03,1.095244195464616446e-02,7.055289953370944868e-03,9.766880236588004749e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.094261782722840508e+03,1.046758849152401930e-02,7.054170314783914444e-03,9.282370508699212819e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.095261907738467471e+03,9.997154970191353754e-03,7.053135840338218589e-03,8.819633704697881979e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.096262032754094434e+03,9.541310818147722209e-03,7.052180057655160934e-03,8.378217236758909656e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.097262157769721398e+03,9.100205884993980976e-03,7.051296985442519552e-03,7.957654884728793468e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.098262282785348361e+03,8.673969019948416306e-03,7.050481096350343438e-03,7.557466842963537178e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.099262407800975325e+03,8.262706595131986964e-03,7.049727282621028567e-03,7.177159854080466736e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.100262532816602288e+03,7.866500986665549838e-03,7.049030824323869113e-03,6.816227439798774879e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.101262657832229252e+03,7.485409029737875516e-03,7.048387359981761122e-03,6.474150239617235472e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.102262782847856215e+03,7.119460468043251923e-03,7.047792859411804514e-03,6.150396467800419743e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.103262907863483179e+03,6.768656422652703265e-03,7.047243598614487750e-03,5.844422498527197980e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.104263032879110142e+03,6.432967910309757634e-03,7.046736136558332843e-03,5.555673587987470900e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.105263157894737105e+03,6.112334446191926805e-03,7.046267293718027486e-03,5.283584740670389628e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.106263282910364069e+03,5.806662771554739998e-03,7.045834132227262944e-03,5.027581724366910788e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.107263407925991032e+03,5.515825750714209788e-03,7.045433937524646709e-03,4.787082235952686005e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.108263532941617996e+03,5.239661482669950507e-03,7.045064201424212566e-03,4.561497221690461422e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.109263657957244959e+03,4.977972361760631646e-03,7.044722605736259552e-03,4.350232014403540744e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.110263782972871923e+03,4.730525209264676949e-03,7.044407008901685738e-03,4.152688414388893724e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.111263907988498886e+03,4.497051463688582496e-03,7.044115432731669173e-03,3.968266519575238543e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.112264033004125849e+03,4.277247435105917955e-03,7.043846049472112479e-03,3.796366317186529882e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.113264158019752813e+03,4.070775240485149590e-03,7.043597170375295868e-03,3.636389611182955662e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.114264283035379776e+03,3.877264220110085598e-03,7.043367235138033207e-03,3.487742011735027285e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.115264408051006740e+03,3.696312849959087696e-03,7.043154802140874811e-03,3.349834957662572825e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.116264533066633703e+03,3.527491148779498924e-03,7.042958539427818590e-03,3.222087740074736518e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.117264658082260212e+03,3.370343560348086111e-03,7.042777216370533534e-03,3.103929493757704491e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.118264783097887175e+03,3.224392272037104185e-03,7.042609695965285424e-03,2.994801122359322821e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.119264908113514139e+03,3.089140911508799631e-03,7.042454927714713285e-03,2.894157124195752707e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.120265033129141102e+03,2.964078545528163206e-03,7.042311941050134402e-03,2.801467287576195689e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.121265158144768066e+03,2.848683889915128858e-03,7.042179839253444491e-03,2.716218227830833904e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.122265283160395029e+03,2.742429628829057622e-03,7.042057793840743145e-03,2.637914742578694599e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.123265408176021992e+03,2.644786735871384759e-03,7.041945039372693449e-03,2.566080966955666676e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.124265533191648956e+03,2.555228689463257419e-03,7.041840868659235420e-03,2.500261316254515347e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.125265658207275919e+03,2.473235480661604979e-03,7.041744628328767443e-03,2.440021209401720906e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.126265783222902883e+03,2.398297322549516799e-03,7.041655714734113003e-03,2.384947572597734960e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.127265908238529846e+03,2.329917985645885148e-03,7.041573570169715884e-03,2.334649127993070842e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.128266033254156810e+03,2.267617702144528267e-03,7.041497679376464668e-03,2.288756477219989951e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.129266158269783773e+03,2.210935601756904099e-03,7.041427566312267322e-03,2.246921993773332103e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.130266283285410736e+03,2.159431662005206580e-03,7.041362791168227081e-03,2.208819541513782486e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.131266408301037700e+03,2.112688171276961083e-03,7.041302947607886407e-03,2.174144036203199109e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.132266533316664663e+03,2.070310689303377950e-03,7.041247660178113175e-03,2.142610845768113618e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.133266658332291627e+03,2.031928723447396726e-03,7.041196582074728261e-03,2.113955195438665946e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.134266783347918590e+03,1.997195836634681459e-03,7.041149392888951426e-03,2.087931341726074856e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.135266908363545554e+03,1.965789478393673972e-03,7.041105796599569921e-03,2.064311732363470313e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.136267033379172517e+03,1.937410524711304224e-03,7.041065519717679480e-03,2.042886115950394519e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.137267158394799480e+03,1.911782579170575756e-03,7.041028309572414101e-03,2.023460618952177634e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.138267283410426444e+03,1.888651086104970464e-03,7.040993932727046371e-03,2.005856805808806272e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.139267408426053407e+03,1.867782303046285454e-03,7.040962173515522698e-03,1.989910735898517587e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.140267533441680371e+03,1.848962175112934788e-03,7.040932832690308812e-03,1.975472029072702831e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.141267658457307334e+03,1.831995148682314398e-03,7.040905726173094827e-03,1.962402949504889454e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.142267783472934298e+03,1.816702956129167927e-03,7.040880683900536258e-03,1.950577515732656881e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.143267908488561261e+03,1.802923397920273233e-03,7.040857548757813687e-03,1.939880643057869053e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.144268033504188224e+03,1.790509143167274934e-03,7.040836175593344522e-03,1.930207322928676394e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.145268158519815188e+03,1.779326570536778323e-03,7.040816430315103083e-03,1.921461846726347632e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.146268283535442151e+03,1.769254649705339928e-03,7.040798189049415901e-03,1.913557067164650335e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.147268408551069115e+03,1.760183872747700948e-03,7.040781337356345412e-03,1.906413698732735548e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.148268533566696078e+03,1.752015253601937623e-03,7.040765769511759045e-03,1.899959666914053389e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.149268658582323042e+03,1.744659391861042930e-03,7.040751387844029936e-03,1.894129500747479544e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.150268783597950005e+03,1.738035051572951609e-03,7.040738101483256205e-03,1.888863358915511634e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.151268908613576968e+03,1.732069818162003784e-03,7.040725827448275978e-03,1.884107585792629781e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.152269033629203932e+03,1.726698077913973485e-03,7.040714488705576007e-03,1.879813287958387313e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.153269158644830895e+03,1.721860695232892710e-03,7.040704014077197800e-03,1.875936149375483043e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.154269283660457859e+03,1.717504391502467070e-03,7.040694337795128793e-03,1.872436021321014074e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.155269408676084822e+03,1.713587280424666267e-03,7.040685410500594973e-03,1.869281408201825404e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.156269533691711786e+03,1.710056944496552529e-03,7.040677159514964131e-03,1.866432097246040330e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.157269658707338749e+03,1.706875056847994036e-03,7.040669533604997261e-03,1.863858741636784241e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.158269783722965713e+03,1.704007092875916380e-03,7.040662485418613774e-03,1.861534779162550210e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.159269908738592676e+03,1.701421955906623658e-03,7.040655971190859334e-03,1.859436174620085220e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.160270033754219639e+03,1.699091638547256099e-03,7.040649950472143218e-03,1.857541184835153790e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.161270158769846603e+03,1.696990916650261338e-03,7.040644385877083307e-03,1.855830144539042130e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.162270283785473111e+03,1.695097072997861672e-03,7.040639242852368869e-03,1.854285271433418064e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.163270408801100075e+03,1.693389648006796665e-03,7.040634489462218627e-03,1.852890488874623341e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.164270533816727038e+03,1.691850214950241368e-03,7.040630096190080185e-03,1.851631264708321952e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.165270658832354002e+03,1.690462177388361593e-03,7.040626035755370368e-03,1.850494464884585308e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.166270783847980965e+03,1.689210586687978815e-03,7.040622282944084681e-03,1.849468220580703171e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.167270908863607929e+03,1.688081977692564625e-03,7.040618814452249789e-03,1.848541807653034932e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.168271033879234892e+03,1.687064220774662279e-03,7.040615608741229367e-03,1.847705537329360744e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.169271158894861856e+03,1.686146388662934648e-03,7.040612645903995132e-03,1.846950657138917264e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.170271283910488819e+03,1.685318636584849173e-03,7.040609907541525193e-03,1.846269261158301573e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.171271408926115782e+03,1.684572094403519573e-03,7.040607376648571648e-03,1.845654208727499218e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.172271533941742746e+03,1.683898769553637256e-03,7.040605037508078368e-03,1.845099050861427050e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.173271658957369709e+03,1.683291459697147923e-03,7.040602875593597598e-03,1.844597963648613066e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.174271783972996673e+03,1.682743674124881784e-03,7.040600877479095618e-03,1.844145687990069804e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.175271908988623636e+03,1.682249563026381838e-03,7.040599030755594068e-03,1.843737475088262591e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.176272034004250600e+03,1.681803853837278819e-03,7.040597323954130883e-03,1.843369037148477954e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.177272159019877563e+03,1.681401793952465307e-03,7.040595746474549027e-03,1.843036502803140205e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.178272284035504526e+03,1.681039099164634027e-03,7.040594288519682817e-03,1.842736376813923580e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.179272409051131490e+03,1.680711907252118798e-03,7.040592941034532447e-03,1.842465503647092509e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.180272534066758453e+03,1.680416736198030387e-03,7.040591695650040734e-03,1.842221034554666860e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.181272659082385417e+03,1.680150446574976263e-03,7.040590544631134678e-03,1.842000397827954277e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.182272784098012380e+03,1.679910207676701094e-03,7.040589480828697913e-03,1.841801271920965677e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.183272909113639344e+03,1.679693467020353711e-03,7.040588497635186932e-03,1.841621561169480342e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.184273034129266307e+03,1.679497922881136376e-03,7.040587588943600546e-03,1.841459373857233083e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.185273159144893270e+03,1.679321499555318665e-03,7.040586749109570969e-03,1.841313002404099293e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.186273284160520234e+03,1.679162325078345855e-03,7.040585972916310262e-03,1.841180905472418602e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.187273409176147197e+03,1.679018711152393704e-03,7.040585255542229116e-03,1.841061691806917264e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.188273534191774161e+03,1.678889135062531070e-03,7.040584592530994661e-03,1.840954105641224399e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.189273659207401124e+03,1.678772223382936964e-03,7.040583979763862486e-03,1.840857013519897221e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
2.190273784223028088e+03,1.678666737294647309e-03,7.040583413434103356e-03,1.840769392399289189e-03,8.484403669724771904e-03,1.500000000000000000e+00,5.000000000000000000e-01
